,Reaction_name,Reaction_name_long,Subsystem,cell_type,associated_genes
27802,UGALGTg_pos,UDPgalactose:D-glucose_4-beta-D-galactosyltransferase__Golgi_apparatus,Galactose_metabolism,Endothelial,LALBA
27803,FACOAL204_neg,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Endothelial,ACSL3
27804,r0660_neg,(S)-3-Hydroxydodecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,HADHA
27805,r0722_pos,(S)-3-Hydroxydodecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.35_EC:1.1.1.211,Fatty_acid_oxidation,Endothelial,HADHA
27806,r0724_neg,Decanoyl-CoA:acetyl-CoA_C-acyltransferase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:2.3.1.16,Fatty_acid_oxidation,Endothelial,HADHB
27807,ADRNCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1C
27808,D_LACt2_neg,D-lactate_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A7
27809,r0308_pos,Palmitoyl-CoA_hydrolase_Fatty_acid_elongation_in_mitochondria_EC:3.1.2.22_EC:3.1.2.2,Fatty_acid_oxidation,Endothelial,ACOT7
27810,C180CPT1_pos,production_of_stearoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27811,C204CPT1_pos,carnitine_C20:4_transferase,Fatty_acid_oxidation,Endothelial,CPT1C
27812,r0716_pos,(S)-3-Hydroxyhexadecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Unassigned,Endothelial,HADHA
27813,r0714_pos,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.211_EC:1.1.1.35,Fatty_acid_oxidation,Endothelial,HADHA
27814,r0653_pos,myristoyl-CoA:acetylCoA_C-myristoyltransferase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:2.3.1.16,Fatty_acid_oxidation,Endothelial,HADHB
27815,C162OHc_pos,production_of_3-hydroxy_hexadecadienoyl_carnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27816,LNELDCCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1C
27817,FAOXTC182TC162m_pos,fatty_acid_beta_oxidation_trans(C18:2-->C16:2)m,Fatty_acid_oxidation,Endothelial,HADHB
27818,FAOXC10C8x_pos,fatty_acid_beta_oxidation(C10-->C8)x,Fatty_acid_oxidation,Endothelial,EHHADH
27819,FAOXC14C12x_pos,fatty_acid_beta_oxidation(C14-->C12)x,Fatty_acid_oxidation,Endothelial,EHHADH
27820,FAOXC12C10x_pos,fatty_acid_beta_oxidation(C12-->C10)x,Fatty_acid_oxidation,Endothelial,EHHADH
27821,ARACHCPT1_pos,carnitine_transferase,Fatty_acid_oxidation,Endothelial,CPT1C
27822,C16OHc_pos,production_of_3-hydroxyhexadecanoylcarnitinec,Fatty_acid_oxidation,Endothelial,CPT1C
27823,ACYP_pos,acylphosphatase,Glycolysis/gluconeogenesis,Endothelial,RWDD2A
27824,FAOXC16C14x_pos,fatty_acid_beta_oxidation(C16-->C14)x,Fatty_acid_oxidation,Endothelial,EHHADH
27825,PGM_neg,phosphoglycerate_mutase,Glycolysis/gluconeogenesis,Endothelial,PGAM2
27826,r0715_pos,(S)-3-Hydroxyhexadecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.35_EC:1.1.1.211,Fatty_acid_oxidation,Endothelial,HADHA
27827,r0717_pos,(S)-3-Hydroxyhexadecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,HADHA
27828,DAGK_hs_neg,Diacylglycerol_phosphate_kinase_(homo_sapiens),Glycerophospholipid_metabolism,Endothelial,DGKD
27829,FAOXC16080x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
27830,PGK_pos,phosphoglycerate_kinase,Glycolysis/gluconeogenesis,Endothelial,PGK2
27831,FAOXC162C142m_pos,fatty_acid_beta_oxidation(C16:2-->C14:2)m,Fatty_acid_oxidation,Endothelial,HADHB
27832,FAOXC182C162m_pos,fatty_acid_beta_oxidation(C18:2-->C16:2)m,Fatty_acid_oxidation,Endothelial,HADHB
27833,FAOXC6DCC4DCx_pos,fatty_acid_beta_oxidation(C6DC-->C4DC)x,Fatty_acid_oxidation,Endothelial,EHHADH
27834,PIK3_pos,phosphatidylinositol_3-kinase,Inositol_phosphate_metabolism,Endothelial,PIK3C2B
27835,FAOXC121C10x_pos,fatty_acid_beta_xoidation(C12:1-->C10)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27836,r1262_pos,EC:6.2.1.3,Fatty_acid_oxidation,Endothelial,ACSL3
27837,FAOXTC162TC142m_pos,fatty_acid_beta_oxidation_trans(C16:2-->C14:2)m,Fatty_acid_oxidation,Endothelial,HADHB
27838,ECOAH1m_pos,3-hydroxyacyl-CoA_dehydratase_(3-hydroxybutanoyl-CoA)_(mitochondria),Tryptophan_metabolism,Endothelial,HADHA
27839,C142OHc_pos,production_of_3-hydroxytetradeca_dienoyl_carnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27840,HACD1m_pos,3-hydroxyacyl-CoA_dehydrogenase_(acetoacetyl-CoA)_(mitochondria),Tryptophan_metabolism,Endothelial,HADHB
27841,r0719_pos,(S)-3-Hydroxytetradecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.35_EC:1.1.1.211,Fatty_acid_oxidation,Endothelial,HADHA
27842,r0721_pos,(S)-3-Hydroxytetradecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,HADHA
27843,r0723_pos,(S)-3-Hydroxydodecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.211_EC:1.1.1.35,Fatty_acid_oxidation,Endothelial,HADHA
27844,r0727_pos,(S)-Hydroxydecanoyl-CoA:NAD+_oxidoreductase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:1.1.1.211_EC:1.1.1.35,Fatty_acid_oxidation,Endothelial,HADHA
27845,r0661_pos,(S)-3-Hydroxydodecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,HADHA
27846,r0729_pos,(S)-Hydroxydecanoyl-CoA_hydro-lyase_Fatty_acid_elongation_in_mitochondria_/_Fatty_acid_metabolism_EC:4.2.1.17,Fatty_acid_oxidation,Endothelial,HADHA
27847,PI4P5K_pos,phosphatidylinositol_4-phosphate_5-kinase,Glycerophospholipid_metabolism,Endothelial,PIP4K2B
27848,DHAAt1r_pos,dehydroascorbate_transport_(uniport),Transport__extracellular,Endothelial,SLC2A4
27849,PI5P3K_pos,phosphatidylinositol-5-phosphate_3-kinase,Inositol_phosphate_metabolism,Endothelial,PIK3C2B
27850,SERPT_pos,serine_C-palmitoyltransferase,Sphingolipid_metabolism,Endothelial,SPTLC3
27851,FACOAL170_pos,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Endothelial,ACSL4
27852,HPDCACRNCPT1_pos,carnitine_fatty-acyl_transferase,Fatty_acid_oxidation,Endothelial,CPT1C
27853,r0016_pos,Fe(II):oxygen_oxidoreductase_Porphyrin_and_chlorophyll_metabolism_EC:1.16.3.1,Miscellaneous,Endothelial,FTL1
27854,ACOAD1fm_pos,acyl-CoA_dehydrogenase_(butanoyl-CoA)__mitochondrial,Butanoate_metabolism,Endothelial,ACAD8
27855,FAOXC5C3x_pos,fatty_acid_beta_oxidation(C5-->C3)m,Fatty_acid_oxidation,Endothelial,ECHS1
27856,FAOXC7C5m_pos,fatty_acid_beta_oxidation(C7-->C5)m,Fatty_acid_oxidation,Endothelial,ECHS1
27857,FAOXC15C13m_pos,fatty_acid_beta_oxidation(C15-->C13)m,Fatty_acid_oxidation,Endothelial,HADHB
27858,FAOXC13C11m_pos,fatty_acid_beta_oxidation(C13-->C11)m,Fatty_acid_oxidation,Endothelial,HADHB
27859,FAOXC11C9m_pos,fatty_acid_beta_oxidation(C11-->C9)m,Fatty_acid_oxidation,Endothelial,ECHS1
27860,FAOXC9C7m_pos,fatty_acid_beta_oxidation(C9-->C7)m,Fatty_acid_oxidation,Endothelial,ECHS1
27861,r0310_pos,Palmitoyl-CoA:oxygen_2-oxidoreductase_Fatty_acid_metabolism_EC:1.3.3.6_EC:1.3.99.3,Fatty_acid_oxidation,Endothelial,ACADVL
27862,P5CR_pos,pyrroline-5-carboxylate_reductase,Arginine_and_Proline_Metabolism,Endothelial,PYCRL
27863,PTDCACRNCPT1_pos,carnitine_fatty-acyl_transferase,Fatty_acid_oxidation,Endothelial,CPT1C
27864,FACOAL150_pos,fatty-acid--CoA_ligase,Fatty_acid_oxidation,Endothelial,ACSL4
27865,RE2649C_neg,RE2649,Bile_acid_synthesis,Endothelial,BAAT
27866,FAOXC17C15m_pos,fatty_acid_beta_oxidation(C17-->C15)m,Fatty_acid_oxidation,Endothelial,HADHB
27867,FAOXC5C5DCc_pos,production_of_glutaryl_carnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27868,FAOXC143C123x_pos,fatty_acid_beta_oxidation(C14:3-->C12:3)x,Fatty_acid_oxidation,Endothelial,EHHADH
27869,FAOXC102C81x_pos,fatty_acid_beta_oxidation(C10:2-->C8:1)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27870,FAOXC81C61x_pos,fatty_acid_beta_oxidation(C8:1-->C6:1)x,Fatty_acid_oxidation,Endothelial,EHHADH
27871,FAOXC61C4x_pos,fatty_acid_beta_oxidation(C6:1-->C4:0)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27872,FAOXC184C164x_pos,fatty_acid_beta_oxidation(C18:4-->C16:4)x,Fatty_acid_oxidation,Endothelial,EHHADH
27873,FAOXC123C102x_pos,fatty_acid_beta_oxidation(C12:3-->C10:2)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27874,FAOXC164C143x_pos,fatty_acid_beta_oxidation(C16:4-->C14:3)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27875,FAOXC16C14m_pos,fatty_acid_beta_oxidation(C16-->C14)m,Fatty_acid_oxidation,Endothelial,HADHB
27876,FAOXC142C122x_pos,fatty_acid_beta_oxidation(C14:2-->C12:2)x,Fatty_acid_oxidation,Endothelial,EHHADH
27877,FAOXC225C204x_pos,fatty_acid_beta_oxidation(C22:5-->C20:4)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27878,FAOXC205C184x_pos,fatty_acid_beta_oxidation(C20:5-->C18:4)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27879,FAOXC184C163x_pos,fatty_acid_beta_oxidation(C18:4-->C16:3)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27880,FAOXC163C142x_pos,fatty_acid_beta_oxidation(C16:3-->C14:2)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27881,FAOXC101C8x_pos,fatty_acid_beta_oxidation(C10:1-->C8:0)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27882,FOAXC122C101x_pos,fatty_acid_beta_oxidation(C12:2-->C10:1)x,Fatty_acid_oxidation,Endothelial,HSD17B4
27883,RE2973C_neg,RE2973,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIK3C2G
27884,RE2974C_pos,RE2974,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIP4K2C
27885,NADH2_u10m_pos,NADH_dehydrogenase__mitochondrial,Oxidative_phosphorylation,Endothelial,MT-ND2
27886,URIt4_pos,uridine_transport_in_via_sodium_symport,Transport__extracellular,Endothelial,SLC28A3
27887,ADNt4_pos,adenosine_transport_(Na/Adn_cotransport),Transport__extracellular,Endothelial,SLC28A3
27888,C4OHc_pos,production_of_3-hydroxybytyryl_carnitinec,Fatty_acid_oxidation,Endothelial,CPT1C
27889,ELAIDCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1C
27890,OIVD1m_pos,2-oxoisovalerate_dehydrogenase_(acylating;_4-methyl-2-oxopentaoate)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,DBT
27891,r0643_pos,(S)-Methylmalonate_semialdehyde:NAD+_oxidoreductase_Valine__leucine_and_isoleucine_degradation_EC:1.2.1.3,Valine__leucine__and_isoleucine_metabolism,Endothelial,ALDH3A2
27892,Htm_pos,Uncoupling_protein,Transport__mitochondrial,Endothelial,UCP1
27893,r0386_pos,4-methyl-2-oxopentanoate:[dihydrolipoyllysine-residue_(2-methylpropanoyl)transferase]_lipoyllysine_2-oxidoreductase_(decarboxylating__acceptor-2-methylpropanoylating)_EC:1.2.4.4,Unassigned,Endothelial,TMEM91
27894,C50CPT1_pos,production_of_isovalerylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27895,FAOXC18480x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
27896,r0385_pos,3-methyl-2-oxobutanoate:[dihydrolipoyllysine-residue_(2-methylpropanoyl)transferase]_lipoyllysine_2-oxidoreductase_(decarboxylating__acceptor-2-methylpropanoylating)_EC:1.2.4.4,Unassigned,Endothelial,TMEM91
27897,FAOXC2051843x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
27898,D_LACt2_pos,D-lactate_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A7
27899,OIVD2m_pos,2-oxoisovalerate_dehydrogenase_(acylating;_3-methyl-2-oxobutanoate)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,DBT
27900,r0669_pos,(S)-3-Hydroxyisobutyryl-CoA_hydro-lyase_Valine__leucine_and_isoleucine_degradation_EC:4.2.1.17,Valine__leucine__and_isoleucine_metabolism,Endothelial,HADHA
27901,ACETONEt2_neg,acetone_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A7
27902,RE1957R_pos,RE1957,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIP4K2C
27903,RE1441R_pos,RE1441,Phosphatidylinositol_phosphate_metabolism,Endothelial,PIP4K2C
27904,FAOXC183806x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
27905,CYOR_u10m_pos,ubiquinol-6_cytochrome_c_reductase__Complex_III,Oxidative_phosphorylation,Endothelial,UQCR10
27906,ACETONEt2_pos,acetone_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A7
27907,PYRt2r_pos,pyruvate_reversible_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A7
27908,2HBt2_pos,2-hydroxybutyrate_cotransport_with_proton,Transport__extracellular,Endothelial,SLC16A7
27909,PYRt2r_neg,pyruvate_reversible_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A7
27910,2HBt2_neg,2-hydroxybutyrate_cotransport_with_proton,Transport__extracellular,Endothelial,SLC16A7
27911,L_LACt2r_neg,L-lactate_reversible_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A3
27912,L_LACt2r_pos,L-lactate_reversible_transport_via_proton_symport,Transport__extracellular,Endothelial,SLC16A3
27913,RE2985X_pos,RE2985,Fatty_acid_oxidation,Endothelial,ACOX3
27914,ECOAH12m_pos,3-hydroxyacyl-CoA_dehydratase_(3-hydroxyisobutyryl-CoA)_(mitochondria),Valine__leucine__and_isoleucine_metabolism,Endothelial,HADHB
27915,FAOXC2251836x_pos,Beta_oxidation_of_long_chain_fatty_acid,Fatty_acid_oxidation,Endothelial,EHHADH
27916,ECOAH9m_pos,2-Methylprop-2-enoyl-CoA_(2-Methylbut-2-enoyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,HADHB
27917,ACACT10m_pos,acetyl-CoA_C-acetyltransferase__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,HADHB
27918,HACD9m_pos,3-hydroxyacyl-CoA_dehydrogenase_(2-Methylacetoacetyl-CoA)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,HSD17B10
27919,ETHAK_pos,Ethanolamine_kinase,Glycerophospholipid_metabolism,Endothelial,ETNK1
27920,CYOOm3_pos,cytochrome_c_oxidase__mitochondrial_Complex_IV,Oxidative_phosphorylation,Endothelial,COX5A
27921,r1154_neg,EC:1.2.7.2,Propanoate_metabolism,Endothelial,DBT
27922,r0670_pos,(S)-3-Methyl-2-oxopentanoate:[dihydrolipoyllysine-residue_(2-methylpropanoyl)transferase]_lipoyllysine_2-oxidoreductase_(decarboxylating__acceptor-2-methylpropanoylating)_EC:1.2.4.4,Unassigned,Endothelial,TMEM91
27923,OIVD3m_pos,2-oxoisovalerate_dehydrogenase_(acylating;_3-methyl-2-oxopentanoate)__mitochondrial,Valine__leucine__and_isoleucine_metabolism,Endothelial,DBT
27924,r0603_pos,(S)-2-methylbutanoyl-CoA:acceptor_2_3-oxidoreductase_Valine__leucine_and_isoleucine_degradation_EC:1.3.99.12,Valine__leucine__and_isoleucine_metabolism,Endothelial,ACADSB
27925,2HBO_neg,2-Hydroxybutyrate:NAD+_oxidoreductase,Propanoate_metabolism,Endothelial,LDHB
27926,PFK26_pos,6-phosphofructo-2-kinase,Fructose_and_mannose_metabolism,Endothelial,PFKFB3
27927,FBP26_pos,Fructose-2_6-bisphosphate_2-phosphatase,Fructose_and_mannose_metabolism,Endothelial,PFKFB1
27928,CHSTEROLt_pos,cholesterol_efflux_(ATP_depedent),Transport__extracellular,Endothelial,ABCG8
27929,r0013_pos,beta-N-acetylhexosaminidase_Aminosugars_metabolism_EC:3.2.1.52,Aminosugar_metabolism,Endothelial,MGEA5
27930,GTHP_pos,glutathione_peroxidase,Glutathione_metabolism,Endothelial,GPX4
27931,S6TASE7ly_pos,N-acetylgalactosamine-6-sulfatase__lysosomal,Chondroitin_sulfate_degradation,Endothelial,GLB1
27932,S6TASE6ly_pos,N-acetylgalactosamine-6-sulfatase__lysosomal,Chondroitin_sulfate_degradation,Endothelial,GLB1
27933,ATPS4m_pos,ATP_synthase_(four_protons_for_one_ATP),Oxidative_phosphorylation,Endothelial,ATP5C1
27934,CYSt4_pos,L-cysteine_reversible_transport_via_sodium_symport,Transport__extracellular,Endothelial,SLC6A14
27935,TRPO2_pos,L-Tryptophan:oxygen_2_3-oxidoreductase_(decyclizing),Tryptophan_metabolism,Endothelial,TDO2
27936,S6TASE4ly_pos,N-acetylgalactosamine-6-sulfatase__lysosomal,Chondroitin_sulfate_degradation,Endothelial,GLB1
27937,S6TASE5ly_pos,N-acetylgalactosamine-6-sulfatase__lysosomal,Chondroitin_sulfate_degradation,Endothelial,GLB1
27938,GUACYC_pos,guanylate_cyclase,Nucleotide_interconversion,Endothelial,GUCY1B3
27939,PDE4_pos,3'_5'-cyclic-nucleotide_phosphodiesterase,Nucleotide_interconversion,Endothelial,PDE1A
27940,r0392_neg,D-Glyceraldehyde:NAD+_oxidoreductase_Glycerolipid_metabolism_EC:1.2.1.3,Unassigned,Endothelial,ALDH3A2
27941,PGK_neg,phosphoglycerate_kinase,Glycolysis/gluconeogenesis,Endothelial,PGK2
27942,r0474_pos,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Endothelial,RRM2B
27943,RNDR3_pos,ribonucleoside-diphosphate_reductase_(CDP),Nucleotide_interconversion,Endothelial,RRM2B
27944,r0472_pos,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Endothelial,RRM2B
27945,RNDR2_pos,ribonucleoside-diphosphate_reductase_(GDP),Nucleotide_interconversion,Endothelial,RRM2B
27946,DLNLCGCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1C
27947,S6TASE8ly_pos,N-acetylgalactosamine-6-sulfatase__lysosomal,Chondroitin_sulfate_degradation,Endothelial,GLB1
27948,S6TASE9ly_pos,N-acetylgalactosamine-6-sulfatase__lysosomal,Chondroitin_sulfate_degradation,Endothelial,GLB1
27949,r0470_pos,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Endothelial,RRM2B
27950,RNDR1_pos,ribonucleoside-diphosphate_reductase_(ADP),Nucleotide_interconversion,Endothelial,RRM2B
27951,r0475_pos,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Endothelial,RRM2B
27952,RNDR4_pos,ribonucleoside-diphosphate_reductase_(UDP),Nucleotide_interconversion,Endothelial,RRM2B
27953,NDPK6_pos,Nucleoside-diphosphate_kinase_(ATP:dUDP),Nucleotide_interconversion,Endothelial,NME3
27954,GCCcm_pos,glycine-cleavage_complex_(lipoylprotein)__mitochondrial,Glycine__serine__alanine_and_threonine_metabolism,Endothelial,GCSH
27955,GCCbim_pos,glycine-cleavage_complex_(lipoylprotein)_irreversible__mitochondrial,Glycine__serine__alanine_and_threonine_metabolism,Endothelial,GCSH
27956,GCCam_pos,glycine-cleavage_complex_(lipoylprotein)__mitochondrial,Glycine__serine__alanine_and_threonine_metabolism,Endothelial,GCSH
27957,GCC2cm_pos,glycine-cleavage_complex_(lipoamide)__mitochondrial,Glycine__serine__alanine_and_threonine_metabolism,Endothelial,GCSH
27958,GCC2am_pos,glycine-cleavage_complex_(lipoamide)__mitochondrial,Glycine__serine__alanine_and_threonine_metabolism,Endothelial,GCSH
27959,GCC2bim_pos,glycine-cleavage_system_(lipoamide)_irreversible__mitochondrial,Glycine__serine__alanine_and_threonine_metabolism,Endothelial,GCSH
27960,r0547_pos,Aldehyde:NADP+_oxidoreductase_Phenylalanine_metabolism_EC:1.2.1.5,Phenylalanine_metabolism,Endothelial,ALDH3B1
27961,ARABR_pos,arabinose_reductase,Pentose_phosphate_pathway,Endothelial,AKR7A5
27962,ADK1_pos,adenylate_kinase,Nucleotide_interconversion,Endothelial,AK5
27963,ADK1_neg,adenylate_kinase,Nucleotide_interconversion,Endothelial,AK5
27964,FAOXC3DC_pos,malonylcoa-->malonylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27965,r0472_neg,2-Deoxyadenosine_5-diphosphate:oxidized-thioredoxin_2-oxidoreductase_Purine_metabolism_EC:1.17.4.1,Nucleotide_interconversion,Endothelial,RRM2B
27966,SUCD1m_pos,succinate_dehydrogenase,Citric_acid_cycle,Endothelial,SDHC
27967,FADH2ETC_pos,Complex_II_reaction_for_respiratory_chain,Oxidative_phosphorylation,Endothelial,ETFDH
27968,NDPK4_neg,nucleoside-diphosphate_kinase_(ATP:dTDP),Nucleotide_interconversion,Endothelial,NME3
27969,LTC4Sr_pos,Leukotriene_C4_synthase,Eicosanoid_metabolism,Endothelial,MGST3
27970,PEAMNO_pos,Phenethylamine_oxidase,Phenylalanine_metabolism,Endothelial,MAOA
27971,NDPK4_pos,nucleoside-diphosphate_kinase_(ATP:dTDP),Nucleotide_interconversion,Endothelial,NME3
27972,r0603_neg,(S)-2-methylbutanoyl-CoA:acceptor_2_3-oxidoreductase_Valine__leucine_and_isoleucine_degradation_EC:1.3.99.12,Valine__leucine__and_isoleucine_metabolism,Endothelial,ACADSB
27973,PTRCOX1_pos,Putrescine:oxygen_oxidoreductase_(deaminating),Arginine_and_Proline_Metabolism,Endothelial,AOC3
27974,FAOXC8C6m_pos,fatty_acid_beta_oxidation(C8-->C6)m,Fatty_acid_oxidation,Endothelial,ECHS1
27975,C60CPT1_pos,production_of_hexanoylcarnitine,Fatty_acid_oxidation,Endothelial,CPT1C
27976,NDPK8_pos,Nucleoside-diphosphate_kinase_(ATP:dADP),Nucleotide_interconversion,Endothelial,NME3
27977,NDPK8_neg,Nucleoside-diphosphate_kinase_(ATP:dADP),Nucleotide_interconversion,Endothelial,NME3
27978,DHPM1_pos,dihydropyrimidinase_(5_6-dihydrouracil),Pyrimidine_catabolism,Endothelial,DPYSL3
27979,PDE1_pos,3'_5'-cyclic-nucleotide_phosphodiesterase,Nucleotide_interconversion,Endothelial,PDE1A
27980,ADNCYC_pos,adenylate_cyclase,Nucleotide_interconversion,Endothelial,ADCY2
27981,r1418_neg,Carbonic_acid_hydro-lyase_Nitrogen_metabolism_EC:4.2.1.1,Unassigned,Endothelial,CAR13
27982,H2CO3D_neg,carboxylic_acid_dissociation,Miscellaneous,Endothelial,CAR13
27983,EICOSTETCPT1_pos,carnitine_O-palmitoyltransferase,Fatty_acid_oxidation,Endothelial,CPT1C
27984,BAMPPALDOX_pos,beta-Aminopropion_aldehyde:NAD+_oxidoreductase,beta-Alanine_metabolism,Endothelial,ALDH3A2
27985,13DAMPPOX_pos,1_3-Diaminopropane:oxygen_oxidoreductase_(deaminating),beta-Alanine_metabolism,Endothelial,AOC3
27986,ACNAMPH_pos,N-Acetylneuraminate_9-phosphate_phosphohydrolase,Aminosugar_metabolism,Endothelial,NANP
27987,METt4_pos,L-methionine_transport_in_via_sodium_symport,Transport__extracellular,Endothelial,SLC38A1
27988,GTHPe_pos,glutathione_peroxidase_(e),Glutathione_metabolism,Endothelial,GPX3
27989,r0698_pos,Propanoyl-CoA:acetyl-CoA_C-acyltransferase_Bile_acid_biosynthesis_EC:2.3.1.16,Bile_acid_synthesis,Endothelial,HADHB
27990,NDPK1_pos,nucleoside-diphosphate_kinase_(ATP:GDP),Nucleotide_interconversion,Endothelial,NME3
27991,NDPK1_neg,nucleoside-diphosphate_kinase_(ATP:GDP),Nucleotide_interconversion,Endothelial,NME3
27992,ILEt4_pos,L-isoleucine_transport_in_via_sodium_symport,Transport__extracellular,Endothelial,SLC6A19
27993,VALt4_pos,L-valine_transport_in_via_sodium_symport,Transport__extracellular,Endothelial,SLC6A19
27994,NDPK2_neg,nucleoside-diphosphate_kinase_(ATP:UDP),Nucleotide_interconversion,Endothelial,NME3
27995,NDPK2_pos,nucleoside-diphosphate_kinase_(ATP:UDP),Nucleotide_interconversion,Endothelial,NME3
27996,NDPK5_neg,Nucleoside-diphosphate_kinase_(ATP:dGDP),Nucleotide_interconversion,Endothelial,NME3
27997,GLUt6_pos,Glutamate_transport_via_Na__H_symport_and_K_antiport,Transport__extracellular,Endothelial,SLC1A3
27998,ASPt6_pos,L-aspartate_transport_via_Na__H_symport_and_K_antiport,Transport__extracellular,Endothelial,SLC1A3
27999,ASPDt6_pos,D-aspartate_transport_via_Na__H_symport_and_K_antiport,Transport__extracellular,Endothelial,SLC1A3
28000,RE3520E_pos,RE3520,Arachidonic_acid_metabolism,Endothelial,GPX6
28001,RE3520E_neg,RE3520,Arachidonic_acid_metabolism,Endothelial,GPX6
28002,NRPPHRtu_pos,Norepinephrine_uniport,Transport__extracellular,Endothelial,SLC22A3
28003,CAATPS_pos,Ca_ATPase,Transport__extracellular,Endothelial,ATP2B3
28004,LCADi_pos,lactaldehyde_dehydrogenase,Pyruvate_metabolism,Endothelial,ALDH1A3
